1
10000 20000
1865 2089 24
1891 2090 10
599 2091 91
375 2092 15
1917 2093 52
1117 2094 8
1818 2095 43
804 2096 1
1300 2097 97
71 2098 82
1583 2099 12
326 2100 79
206 2101 6
1226 2102 65
329 2103 45
618 2104 89
1788 2105 62
440 2106 90
1084 2107 52
1509 2108 33
1064 2109 94
219 2110 71
1999 2111 41
379 2112 84
537 2113 31
2004 2114 51
354 2115 60
1617 2116 99
729 2117 92
1055 2118 82
1840 2119 40
1758 2120 60
521 2121 72
1324 2122 5
993 2123 5
1079 2124 78
191 2125 28
900 2126 39
1940 2127 75
61 2128 9
333 2129 87
936 2130 50
668 2131 92
520 2132 15
775 2133 11
301 2134 75
1591 2135 21
956 2136 51
580 2137 86
764 2138 19
189 2139 43
1357 2140 41
403 2141 48
1678 2142 94
430 2143 100
988 2144 78
295 2145 65
2097 2146 88
636 2147 26
647 2148 43
1857 2149 53
823 2150 39
1224 2151 54
1891 2152 17
1019 2153 48
1919 2154 29
298 2155 83
696 2156 64
378 2157 99
1836 2158 3
1085 2159 11
549 2160 89
275 2161 10
2149 2162 83
781 2163 82
29 2164 23
1010 2165 45
1853 2166 59
1276 2167 54
2027 2168 36
1513 2169 62
1145 2170 94
1696 2171 37
611 2172 77
964 2173 19
1243 2174 86
1929 2175 62
726 2176 56
1911 2177 53
1677 2178 58
580 2179 66
1269 2180 72
610 2181 45
430 2182 7
260 2183 9
838 2184 2
1311 2185 10
207 2186 18
1177 2187 8
14 2188 34
1534 2189 25
118 2190 59
1759 2191 96
1665 2192 61
612 2193 55
360 2194 38
362 2195 50
454 2196 81
1810 2197 90
1756 2198 43
1461 2199 84
887 2200 73
1394 2201 42
99 2202 92
1952 2203 36
1638 2204 79
161 2205 47
172 2206 51
2200 2207 54
931 2208 93
788 2209 81
1071 2210 31
480 2211 42
479 2212 75
584 2213 1
1185 2214 34
1859 2215 64
301 2216 30
1041 2217 47
2131 2218 10
1731 2219 49
2059 2220 95
55 2221 77
1830 2222 40
1387 2223 59
1929 2224 42
1083 2225 66
1523 2226 68
897 2227 87
1857 2228 90
2168 2229 62
1379 2230 76
2187 2231 80
424 2232 86
1595 2233 29
1533 2234 9
1633 2235 35
400 2236 75
1896 2237 3
337 2238 46
1167 2239 97
1651 2240 100
1542 2241 11
407 2242 21
1490 2243 13
1094 2244 37
2050 2245 85
1049 2246 3
2158 2247 20
1734 2248 42
268 2249 86
155 2250 28
1671 2251 8
1537 2252 84
1390 2253 67
865 2254 71
273 2255 67
1927 2256 77
1366 2257 40
1595 2258 27
1824 2259 6
333 2260 30
742 2261 78
1058 2262 58
571 2263 23
1677 2264 96
108 2265 53
1235 2266 80
1492 2267 76
1777 2268 22
2170 2269 95
1526 2270 56
2034 2271 65
1527 2272 43
948 2273 28
2162 2274 60
2142 2275 35
2089 2276 27
1472 2277 72
1186 2278 12
1698 2279 87
485 2280 53
1851 2281 33
98 2282 2
2068 2283 99
1121 2284 1
1290 2285 18
1878 2286 59
760 2287 40
1811 2288 90
1967 2289 73
353 2290 52
1579 2291 37
1764 2292 22
276 2293 18
1235 2294 53
1022 2295 91
162 2296 46
263 2297 41
183 2298 82
2044 2299 22
42 2300 37
1140 2301 41
1080 2302 73
1300 2303 51
1907 2304 99
2071 2305 62
2227 2306 33
2146 2307 32
2138 2308 57
238 2309 38
320 2310 5
140 2311 18
754 2312 2
2254 2313 50
900 2314 1
1411 2315 68
2119 2316 10
692 2317 87
419 2318 40
2233 2319 96
1215 2320 59
1018 2321 91
838 2322 7
323 2323 96
1773 2324 76
1513 2325 28
880 2326 64
1037 2327 82
2257 2328 7
23 2329 51
1054 2330 54
330 2331 48
860 2332 30
1658 2333 49
1070 2334 23
2145 2335 10
973 2336 6
1452 2337 24
1426 2338 74
2201 2339 79
801 2340 56
1127 2341 81
89 2342 3
1372 2343 36
2232 2344 97
1522 2345 20
2052 2346 56
1683 2347 16
917 2348 4
65 2349 57
939 2350 65
1266 2351 11
98 2352 17
42 2353 33
915 2354 56
60 2355 43
1448 2356 22
795 2357 82
811 2358 89
313 2359 37
629 2360 54
1936 2361 90
1572 2362 26
717 2363 97
291 2364 73
1981 2365 59
304 2366 70
33 2367 58
716 2368 54
1371 2369 29
1622 2370 58
1643 2371 24
2358 2372 98
129 2373 54
1110 2374 25
880 2375 74
1780 2376 97
1587 2377 91
1894 2378 19
1929 2379 55
2091 2380 92
413 2381 32
2110 2382 33
1010 2383 99
2222 2384 36
807 2385 98
2198 2386 2
353 2387 23
586 2388 81
2216 2389 88
78 2390 66
1423 2391 87
2066 2392 27
877 2393 36
891 2394 67
1952 2395 40
850 2396 54
1028 2397 23
1940 2398 17
1581 2399 75
2396 2400 4
1624 2401 96
1821 2402 49
656 2403 7
2248 2404 45
710 2405 86
1522 2406 58
1668 2407 76
1391 2408 4
2199 2409 80
448 2410 4
342 2411 32
1587 2412 95
514 2413 46
2145 2414 30
1418 2415 14
1738 2416 43
849 2417 89
2114 2418 78
1417 2419 72
336 2420 40
2369 2421 84
1017 2422 32
1811 2423 32
2214 2424 73
680 2425 8
976 2426 35
2017 2427 84
1123 2428 96
1825 2429 43
1930 2430 48
226 2431 10
477 2432 16
643 2433 85
859 2434 97
1734 2435 18
1827 2436 16
257 2437 37
490 2438 11
2409 2439 85
1076 2440 84
2112 2441 10
812 2442 83
433 2443 50
1019 2444 21
1164 2445 59
2325 2446 99
1267 2447 14
482 2448 19
1030 2449 10
1821 2450 57
1077 2451 3
2098 2452 80
92 2453 22
464 2454 12
1620 2455 77
455 2456 1
2118 2457 64
179 2458 79
1753 2459 65
2014 2460 56
743 2461 71
1525 2462 43
1018 2463 71
509 2464 33
1104 2465 80
671 2466 58
2200 2467 64
1005 2468 25
2117 2469 31
1689 2470 94
169 2471 82
1484 2472 44
373 2473 29
527 2474 9
489 2475 25
2066 2476 19
1015 2477 21
1593 2478 78
433 2479 26
1394 2480 74
1257 2481 2
2050 2482 43
1039 2483 72
1279 2484 53
458 2485 55
91 2486 64
1206 2487 91
1566 2488 81
347 2489 33
1076 2490 67
897 2491 57
2413 2492 51
2129 2493 51
294 2494 72
2316 2495 41
745 2496 85
1562 2497 28
2348 2498 10
428 2499 45
829 2500 57
799 2501 7
1797 2502 87
448 2503 80
2040 2504 20
360 2505 59
1109 2506 69
1387 2507 76
1281 2508 96
1342 2509 3
549 2510 53
645 2511 63
914 2512 89
1451 2513 15
920 2514 94
1930 2515 60
1802 2516 10
938 2517 22
283 2518 19
1543 2519 66
2203 2520 65
1585 2521 29
1324 2522 43
1584 2523 7
1370 2524 29
961 2525 4
458 2526 4
1319 2527 22
1995 2528 9
2276 2529 41
22 2530 99
2042 2531 55
1400 2532 70
2025 2533 8
2001 2534 81
958 2535 78
1842 2536 2
426 2537 81
2069 2538 61
678 2539 82
2250 2540 96
1277 2541 74
2145 2542 55
1625 2543 42
209 2544 34
495 2545 68
965 2546 86
1557 2547 97
1472 2548 3
948 2549 95
689 2550 81
924 2551 80
2441 2552 82
920 2553 26
2043 2554 51
1989 2555 87
2529 2556 95
276 2557 49
1844 2558 58
985 2559 16
1353 2560 77
1624 2561 27
1021 2562 58
1033 2563 21
1632 2564 79
1019 2565 94
2216 2566 90
2099 2567 93
2203 2568 89
1330 2569 69
1674 2570 28
1035 2571 89
770 2572 66
2266 2573 75
1837 2574 84
1459 2575 65
2187 2576 26
500 2577 25
2492 2578 18
2003 2579 94
1254 2580 11
1499 2581 59
1439 2582 64
1395 2583 75
957 2584 20
1535 2585 42
897 2586 49
1901 2587 20
1052 2588 72
83 2589 88
114 2590 37
2403 2591 18
969 2592 48
630 2593 96
1824 2594 87
1287 2595 13
564 2596 79
635 2597 49
1098 2598 73
1414 2599 97
1813 2600 18
891 2601 90
2282 2602 73
1793 2603 32
1982 2604 7
412 2605 2
20 2606 24
1709 2607 8
1056 2608 60
1227 2609 87
2151 2610 47
2529 2611 47
179 2612 21
1083 2613 71
2121 2614 22
2398 2615 36
1407 2616 58
169 2617 10
1670 2618 38
1359 2619 77
1335 2620 12
578 2621 91
2536 2622 48
1126 2623 9
2095 2624 53
228 2625 57
1299 2626 46
1953 2627 76
1273 2628 1
2103 2629 63
1481 2630 66
259 2631 18
1968 2632 75
2287 2633 56
2147 2634 71
2118 2635 56
555 2636 61
550 2637 73
2569 2638 95
2316 2639 66
2007 2640 29
1842 2641 50
739 2642 76
1555 2643 44
549 2644 23
1479 2645 55
820 2646 5
1368 2647 14
1253 2648 50
645 2649 91
637 2650 52
1748 2651 58
598 2652 95
1207 2653 19
1765 2654 64
2339 2655 40
897 2656 58
2457 2657 17
2370 2658 65
2163 2659 66
1997 2660 19
380 2661 27
1967 2662 91
1997 2663 5
1533 2664 61
1243 2665 15
653 2666 96
713 2667 76
70 2668 55
735 2669 31
1325 2670 31
672 2671 13
1843 2672 10
2613 2673 77
1017 2674 93
2420 2675 13
1661 2676 61
404 2677 37
511 2678 84
2070 2679 46
1567 2680 40
1181 2681 8
2607 2682 85
636 2683 77
2510 2684 30
1275 2685 60
1162 2686 80
2162 2687 3
300 2688 52
336 2689 15
203 2690 21
237 2691 59
88 2692 70
1768 2693 36
2244 2694 89
26 2695 97
163 2696 94
228 2697 15
1869 2698 39
2502 2699 20
2377 2700 50
1431 2701 31
407 2702 54
1664 2703 22
1971 2704 13
1476 2705 5
2035 2706 67
2190 2707 70
865 2708 59
194 2709 89
330 2710 91
597 2711 26
2052 2712 92
193 2713 65
2620 2714 84
230 2715 2
1915 2716 66
689 2717 66
2646 2718 66
354 2719 79
2342 2720 75
1404 2721 14
1721 2722 47
1560 2723 77
2016 2724 93
1065 2725 55
2108 2726 53
176 2727 18
1328 2728 24
2510 2729 78
51 2730 17
690 2731 44
2301 2732 12
2185 2733 4
1323 2734 48
1676 2735 58
2440 2736 65
511 2737 67
1310 2738 6
1033 2739 19
1202 2740 11
1165 2741 32
2296 2742 9
1553 2743 11
457 2744 30
692 2745 43
481 2746 67
262 2747 79
1160 2748 46
114 2749 58
686 2750 64
2065 2751 20
2186 2752 38
1858 2753 95
681 2754 33
729 2755 93
335 2756 90
172 2757 10
413 2758 25
642 2759 81
2689 2760 59
2403 2761 52
637 2762 60
1118 2763 55
398 2764 64
477 2765 51
1362 2766 79
1618 2767 58
1873 2768 59
2652 2769 11
111 2770 69
295 2771 90
1266 2772 30
2399 2773 59
937 2774 70
2081 2775 12
228 2776 14
1811 2777 5
2003 2778 44
494 2779 30
2155 2780 24
92 2781 85
1862 2782 53
2357 2783 18
1830 2784 98
1488 2785 6
1791 2786 34
1217 2787 75
1737 2788 45
1849 2789 21
2661 2790 24
892 2791 46
1108 2792 94
1018 2793 13
1235 2794 61
1747 2795 96
476 2796 26
1596 2797 38
1648 2798 26
321 2799 94
2599 2800 86
251 2801 89
608 2802 46
1864 2803 85
2109 2804 100
2557 2805 8
2168 2806 36
883 2807 11
353 2808 2
2128 2809 22
752 2810 70
477 2811 50
44 2812 48
3 2813 25
1796 2814 45
100 2815 49
2642 2816 21
373 2817 52
1075 2818 4
2555 2819 7
1019 2820 93
166 2821 78
790 2822 18
815 2823 13
165 2824 16
1658 2825 86
335 2826 2
2753 2827 31
1551 2828 74
760 2829 27
1072 2830 77
2185 2831 52
2540 2832 63
471 2833 14
818 2834 43
2247 2835 22
208 2836 38
1559 2837 20
2613 2838 91
1294 2839 79
2167 2840 18
2516 2841 94
2662 2842 50
1389 2843 20
1133 2844 84
1830 2845 45
425 2846 72
1336 2847 9
1215 2848 2
1386 2849 53
1492 2850 94
1076 2851 36
320 2852 76
2291 2853 39
2796 2854 38
1007 2855 76
1075 2856 84
1538 2857 26
32 2858 98
831 2859 60
1566 2860 95
876 2861 92
24 2862 55
878 2863 52
2185 2864 22
2212 2865 4
2332 2866 81
2443 2867 98
1302 2868 93
1532 2869 27
1804 2870 56
1854 2871 37
1944 2872 75
2658 2873 24
724 2874 11
1187 2875 4
2805 2876 42
2584 2877 22
2613 2878 47
1854 2879 3
796 2880 29
1887 2881 87
2728 2882 97
2018 2883 18
1786 2884 24
1668 2885 24
666 2886 49
1932 2887 22
1776 2888 26
21 2889 99
585 2890 83
235 2891 44
367 2892 2
1597 2893 19
2609 2894 90
1245 2895 20
1581 2896 79
586 2897 32
1249 2898 93
1105 2899 69
141 2900 96
1044 2901 99
427 2902 55
2164 2903 71
1781 2904 20
242 2905 19
1597 2906 76
2152 2907 25
385 2908 79
823 2909 28
357 2910 67
2689 2911 42
1924 2912 4
1149 2913 25
215 2914 73
903 2915 16
955 2916 88
2626 2917 16
930 2918 37
1228 2919 26
812 2920 11
444 2921 9
1920 2922 58
389 2923 66
2180 2924 27
1058 2925 7
996 2926 44
77 2927 43
832 2928 73
1459 2929 48
2482 2930 11
1865 2931 17
2494 2932 81
1688 2933 91
2746 2934 74
158 2935 77
2794 2936 12
2113 2937 22
554 2938 70
113 2939 60
503 2940 84
2918 2941 93
752 2942 18
1609 2943 79
1920 2944 53
482 2945 88
2740 2946 40
104 2947 12
2759 2948 40
1847 2949 41
1066 2950 22
767 2951 48
2076 2952 53
1141 2953 57
2201 2954 8
1720 2955 70
2453 2956 34
278 2957 22
1078 2958 49
2852 2959 93
1411 2960 77
2660 2961 16
760 2962 88
2877 2963 40
1674 2964 85
2596 2965 91
2814 2966 48
1024 2967 95
1548 2968 59
640 2969 74
762 2970 19
1933 2971 60
1993 2972 57
946 2973 7
1706 2974 33
1481 2975 5
1910 2976 31
400 2977 78
1407 2978 51
803 2979 44
2545 2980 49
1234 2981 45
1864 2982 23
1572 2983 100
2287 2984 43
2346 2985 98
2226 2986 68
1424 2987 17
2012 2988 91
751 2989 28
1959 2990 21
2105 2991 36
524 2992 56
1065 2993 68
2715 2994 82
829 2995 45
1957 2996 48
557 2997 81
2493 2998 80
647 2999 3
899 3000 6
1001 3001 87
1657 3002 10
1193 3003 49
1867 3004 25
1928 3005 26
807 3006 12
1880 3007 48
1872 3008 26
247 3009 29
707 3010 30
245 3011 92
1954 3012 66
465 3013 47
1301 3014 5
1510 3015 71
1122 3016 2
1537 3017 86
2758 3018 11
52 3019 14
273 3020 14
711 3021 83
782 3022 52
2696 3023 48
1981 3024 97
2205 3025 40
1 3026 1
2566 3027 2
1987 3028 56
545 3029 15
74 3030 2
1087 3031 73
983 3032 45
254 3033 65
2915 3034 48
710 3035 41
1651 3036 20
2343 3037 89
590 3038 5
3031 3039 53
850 3040 65
2972 3041 78
1026 3042 75
2205 3043 87
780 3044 31
1773 3045 41
2319 3046 37
673 3047 86
2640 3048 75
338 3049 87
966 3050 31
1127 3051 34
2634 3052 1
2866 3053 74
281 3054 62
2420 3055 5
1326 3056 21
1234 3057 95
2413 3058 65
2779 3059 25
2246 3060 33
2298 3061 79
810 3062 82
3024 3063 53
3008 3064 18
1699 3065 29
2335 3066 17
1454 3067 50
430 3068 88
299 3069 22
1744 3070 52
388 3071 27
114 3072 12
2189 3073 20
2283 3074 53
1998 3075 22
2512 3076 61
968 3077 9
339 3078 68
657 3079 50
2662 3080 51
1331 3081 36
2425 3082 44
1372 3083 35
914 3084 12
2988 3085 80
151 3086 38
1386 3087 40
2515 3088 30
779 3089 76
462 3090 54
1297 3091 70
1522 3092 49
98 3093 61
3069 3094 90
102 3095 4
2712 3096 92
1515 3097 58
408 3098 28
2190 3099 18
438 3100 52
1649 3101 59
1989 3102 6
912 3103 89
2044 3104 60
2840 3105 68
2363 3106 12
2411 3107 31
2470 3108 18
2995 3109 79
773 3110 5
3022 3111 50
1921 3112 73
1087 3113 83
2643 3114 3
1417 3115 43
1106 3116 1
2993 3117 46
1803 3118 2
1792 3119 93
2502 3120 1
2853 3121 26
2266 3122 53
1342 3123 24
1175 3124 99
2982 3125 29
730 3126 88
2961 3127 2
780 3128 37
2061 3129 63
416 3130 89
2838 3131 96
2460 3132 10
37 3133 99
2818 3134 78
1208 3135 72
108 3136 8
1593 3137 42
2909 3138 5
1163 3139 82
2665 3140 70
923 3141 9
307 3142 93
810 3143 20
262 3144 98
1287 3145 72
2741 3146 92
2117 3147 79
135 3148 12
3073 3149 16
103 3150 72
3038 3151 19
2283 3152 36
1752 3153 91
2195 3154 76
2600 3155 46
2862 3156 34
278 3157 6
665 3158 16
2939 3159 7
8 3160 11
2978 3161 51
2525 3162 96
741 3163 7
3080 3164 57
3062 3165 48
2671 3166 61
1650 3167 59
1371 3168 77
941 3169 40
552 3170 73
846 3171 52
1298 3172 91
1665 3173 84
3128 3174 34
1904 3175 23
1271 3176 71
69 3177 50
1798 3178 5
354 3179 77
437 3180 81
2316 3181 93
2609 3182 93
2432 3183 42
3106 3184 4
1709 3185 24
696 3186 18
1147 3187 34
969 3188 84
2741 3189 18
2262 3190 62
2662 3191 64
1671 3192 68
2841 3193 49
603 3194 24
389 3195 85
415 3196 52
613 3197 50
1228 3198 32
225 3199 16
1742 3200 23
691 3201 11
2969 3202 18
2250 3203 53
2184 3204 16
1494 3205 69
1772 3206 66
1018 3207 60
1284 3208 1
1393 3209 57
1072 3210 37
1303 3211 80
1530 3212 21
673 3213 84
211 3214 71
3126 3215 88
649 3216 90
1674 3217 38
3215 3218 98
2564 3219 59
162 3220 11
1479 3221 42
438 3222 63
1585 3223 61
1724 3224 13
3085 3225 38
2025 3226 9
2998 3227 38
2155 3228 98
2437 3229 33
1365 3230 72
2462 3231 14
2148 3232 22
3127 3233 20
843 3234 92
2159 3235 35
1952 3236 57
1784 3237 30
2645 3238 81
3126 3239 85
2933 3240 58
1623 3241 94
1795 3242 92
1271 3243 46
318 3244 4
2435 3245 9
1130 3246 50
1830 3247 88
383 3248 76
2716 3249 93
2904 3250 38
1730 3251 21
1210 3252 7
1074 3253 69
76 3254 43
207 3255 84
1890 3256 27
865 3257 17
597 3258 60
3232 3259 11
2844 3260 40
2271 3261 89
3009 3262 45
1205 3263 12
2422 3264 88
2105 3265 39
380 3266 36
385 3267 22
1644 3268 12
38 3269 85
1659 3270 95
1038 3271 5
3044 3272 96
1321 3273 95
2555 3274 34
2047 3275 69
1649 3276 27
1398 3277 63
2702 3278 38
1162 3279 95
1068 3280 82
3165 3281 1
2745 3282 95
1218 3283 63
1564 3284 64
211 3285 63
2328 3286 66
3263 3287 82
473 3288 39
2512 3289 68
582 3290 32
3258 3291 45
1783 3292 49
2735 3293 81
3205 3294 37
1819 3295 62
1220 3296 59
1942 3297 39
2776 3298 36
2667 3299 62
924 3300 99
2824 3301 8
438 3302 90
1137 3303 76
3184 3304 17
1567 3305 4
118 3306 83
300 3307 6
2502 3308 11
1735 3309 69
1625 3310 13
400 3311 16
1413 3312 44
982 3313 76
2166 3314 58
1336 3315 29
1548 3316 13
1852 3317 23
62 3318 76
3205 3319 34
2937 3320 93
1837 3321 92
1831 3322 37
2223 3323 10
813 3324 35
102 3325 45
1123 3326 59
3102 3327 71
2048 3328 18
2866 3329 84
3060 3330 87
3102 3331 35
579 3332 99
493 3333 54
2956 3334 55
3229 3335 70
2275 3336 76
313 3337 78
3182 3338 10
2773 3339 62
731 3340 16
58 3341 91
113 3342 69
951 3343 80
1218 3344 11
1112 3345 65
407 3346 27
2597 3347 96
3138 3348 7
317 3349 56
1515 3350 40
327 3351 13
2301 3352 38
1382 3353 82
1807 3354 29
1095 3355 42
2599 3356 52
3289 3357 70
988 3358 97
564 3359 58
2075 3360 65
2754 3361 4
808 3362 72
515 3363 20
1046 3364 100
435 3365 91
2136 3366 52
1843 3367 57
467 3368 97
2462 3369 39
2255 3370 32
1272 3371 20
2263 3372 16
774 3373 2
1493 3374 43
1095 3375 71
434 3376 84
2074 3377 1
2444 3378 25
799 3379 37
474 3380 47
1859 3381 66
1951 3382 34
2896 3383 90
1748 3384 11
2876 3385 6
2252 3386 12
3165 3387 76
2429 3388 66
1497 3389 43
1195 3390 40
1794 3391 18
1808 3392 39
1063 3393 82
552 3394 91
2732 3395 90
1057 3396 48
2915 3397 87
2367 3398 28
2896 3399 62
3090 3400 8
2019 3401 31
2268 3402 44
2964 3403 49
1834 3404 35
1712 3405 73
1919 3406 9
1404 3407 100
1881 3408 60
773 3409 62
3306 3410 50
661 3411 87
21 3412 58
461 3413 82
1808 3414 100
382 3415 75
2549 3416 14
1993 3417 29
2379 3418 63
2250 3419 70
3112 3420 73
194 3421 22
2529 3422 83
259 3423 31
2582 3424 54
1312 3425 44
1505 3426 95
3402 3427 4
3000 3428 54
3214 3429 36
179 3430 81
2860 3431 64
1207 3432 67
1345 3433 3
2422 3434 22
1068 3435 77
2731 3436 17
2366 3437 78
2617 3438 70
1428 3439 45
1521 3440 52
2309 3441 30
1863 3442 70
2591 3443 49
1127 3444 22
244 3445 81
517 3446 46
798 3447 48
2165 3448 88
2238 3449 92
2589 3450 25
20 3451 6
1680 3452 69
2427 3453 43
372 3454 95
130 3455 65
3428 3456 28
1738 3457 43
2610 3458 30
409 3459 72
517 3460 26
1652 3461 5
2956 3462 96
3194 3463 86
2028 3464 5
909 3465 96
401 3466 100
821 3467 73
86 3468 88
1564 3469 58
1312 3470 7
3232 3471 31
2769 3472 67
3033 3473 30
288 3474 67
2436 3475 99
1094 3476 5
2540 3477 67
1201 3478 59
952 3479 87
151 3480 85
542 3481 48
915 3482 34
2169 3483 52
923 3484 40
309 3485 6
1996 3486 30
3092 3487 31
3209 3488 12
3268 3489 43
1619 3490 13
554 3491 22
280 3492 49
500 3493 69
21 3494 43
1847 3495 26
2257 3496 88
410 3497 11
1645 3498 46
2712 3499 46
1094 3500 22
1804 3501 82
553 3502 91
514 3503 50
2341 3504 23
3056 3505 80
1953 3506 89
2729 3507 57
1631 3508 40
873 3509 48
1397 3510 84
3243 3511 61
3322 3512 98
2831 3513 96
1456 3514 84
1458 3515 27
1622 3516 97
1300 3517 59
605 3518 71
2964 3519 41
1810 3520 56
1341 3521 81
1282 3522 73
2113 3523 33
207 3524 13
1056 3525 47
346 3526 4
1959 3527 19
2264 3528 82
1238 3529 44
1313 3530 59
873 3531 74
560 3532 82
216 3533 46
3335 3534 44
2956 3535 98
2291 3536 58
3022 3537 94
3037 3538 18
2614 3539 95
3046 3540 57
473 3541 30
861 3542 51
1354 3543 14
167 3544 65
3161 3545 49
1529 3546 83
1718 3547 82
877 3548 57
59 3549 21
2784 3550 13
2470 3551 2
2481 3552 51
2752 3553 52
3482 3554 73
44 3555 1
2472 3556 90
594 3557 94
2450 3558 29
1753 3559 24
579 3560 19
1324 3561 21
2479 3562 45
1160 3563 70
2062 3564 29
2550 3565 5
3488 3566 11
535 3567 14
859 3568 54
1670 3569 32
2296 3570 63
332 3571 59
3230 3572 14
1996 3573 97
1849 3574 62
3382 3575 87
1358 3576 44
1903 3577 34
2254 3578 61
1499 3579 93
1336 3580 96
1810 3581 33
824 3582 8
2794 3583 70
1980 3584 63
1285 3585 90
2031 3586 84
3317 3587 30
3326 3588 4
278 3589 91
532 3590 97
1089 3591 98
2521 3592 88
3591 3593 32
3441 3594 89
3540 3595 88
1794 3596 77
2228 3597 93
2657 3598 17
3470 3599 96
17 3600 66
2086 3601 57
1819 3602 86
86 3603 50
159 3604 15
2904 3605 6
846 3606 72
2319 3607 3
1574 3608 37
346 3609 58
247 3610 13
3077 3611 12
3213 3612 68
184 3613 25
567 3614 17
2081 3615 64
314 3616 6
2524 3617 87
1508 3618 9
550 3619 31
2240 3620 79
2537 3621 85
2871 3622 91
443 3623 13
44 3624 76
3086 3625 56
1739 3626 19
2164 3627 30
45 3628 71
2838 3629 22
2895 3630 74
907 3631 25
301 3632 8
1135 3633 73
2294 3634 98
2274 3635 90
3536 3636 40
2699 3637 78
3525 3638 65
294 3639 61
610 3640 63
1057 3641 81
582 3642 84
2294 3643 19
1503 3644 67
2100 3645 97
1453 3646 29
206 3647 23
1643 3648 32
2856 3649 4
3203 3650 51
2245 3651 57
3382 3652 71
850 3653 71
1765 3654 27
2942 3655 28
735 3656 100
2116 3657 22
2372 3658 73
360 3659 92
1344 3660 84
889 3661 83
1685 3662 10
1518 3663 51
914 3664 53
3638 3665 26
2300 3666 51
1161 3667 96
1510 3668 20
150 3669 60
1245 3670 1
3249 3671 40
3328 3672 50
3001 3673 86
511 3674 5
2098 3675 13
140 3676 66
119 3677 55
349 3678 52
3437 3679 71
3357 3680 63
797 3681 10
70 3682 31
541 3683 37
1080 3684 23
5 3685 100
2835 3686 87
2743 3687 75
2158 3688 52
2220 3689 10
3152 3690 89
3312 3691 47
2742 3692 17
1089 3693 84
952 3694 57
729 3695 76
2364 3696 3
3129 3697 83
2955 3698 42
2966 3699 86
2337 3700 20
886 3701 90
1338 3702 76
116 3703 94
1439 3704 28
2400 3705 34
1051 3706 77
2718 3707 74
1933 3708 84
2853 3709 13
2301 3710 63
300 3711 63
970 3712 24
3498 3713 49
3276 3714 69
2203 3715 80
890 3716 24
886 3717 97
3117 3718 37
1349 3719 78
1175 3720 98
2783 3721 32
440 3722 47
3719 3723 19
3229 3724 61
3059 3725 74
1524 3726 22
3393 3727 40
953 3728 34
1401 3729 62
258 3730 27
2983 3731 93
834 3732 14
149 3733 100
64 3734 31
1937 3735 66
2263 3736 92
737 3737 54
3051 3738 1
3016 3739 19
1879 3740 6
3165 3741 37
3674 3742 81
242 3743 23
759 3744 68
2732 3745 71
3686 3746 81
3445 3747 47
142 3748 3
1147 3749 48
1089 3750 75
2164 3751 13
453 3752 62
738 3753 7
2317 3754 89
126 3755 76
2466 3756 70
872 3757 72
1053 3758 91
3709 3759 19
2209 3760 34
1349 3761 4
2985 3762 3
2833 3763 12
828 3764 49
2703 3765 90
2675 3766 24
2679 3767 93
3613 3768 24
3155 3769 100
2423 3770 76
1817 3771 10
1084 3772 90
2318 3773 50
1223 3774 80
3162 3775 90
288 3776 8
786 3777 79
2236 3778 48
780 3779 19
2935 3780 52
3420 3781 22
1582 3782 66
276 3783 65
3180 3784 17
1888 3785 54
139 3786 42
1931 3787 93
